fips,stateabb,urban,suburb,town,rural,perind,perasn,perhsp,perblk,perwht,perfl,perrl,perfrl,perell,perspeced,totenrl,hswhtblk,hswhthsp,hsflnfl,hsecdnec,rswhtblk,rswhthsp,rsflnfl,rsecdnec,perecd,baplusavgall,baplusavgblk,baplusavgwht,baplusavghsp,povertyavgall,povertyavgblk,povertyavgwht,povertyavghsp,unempavgall,unempavgblk,unempavgwht,unempavghsp,snapavgall,snapavgblk,snapavgwht,snapavghsp,single_momavgall,single_momavgblk,single_momavgwht,single_momavghsp,sesavgall,sesavgwht,sesavgblk,sesavghsp,sesavgnam,sesavgwhtblk,sesavgwhthsp,lninc50avgall,lninc50avgwht,lninc50avgblk,lninc50avghsp
44,RI,0.27819803,0.62545806,0.0087654367,0.087578475,0.0073155514,0.032324236,0.23147896,0.084451519,0.64442974,0.40143117,0.060221285,0.46164989,0.067708768,0.17095709,63906.95,0.39618728,0.48295856,0.24536771,0.28171492,0.38441485,0.54047877,0.30279845,0.34378555,0.47043878,0.31351081,0.2009214,0.33425072,0.13907668,0.12899294,0.25678244,0.087530471,0.29849184,0.081765145,0.11389346,0.066356756,0.12829942,0.12609661,0.27573118,0.087569475,0.36226395,0.21298751,0.45484933,0.16880892,0.39875087,-0.065547414,0.43033084,-2.0393152,-2.4634542,-2.7697873,2.469646,2.893785,10.956977,11.051232,10.508618,10.427951
45,SC,0.21465263,0.41087386,0.11102414,0.26344937,0.0034333591,0.015432588,0.077602752,0.35864657,0.54488474,0.53531706,0.063024685,0.59799045,0.053420912,0.13529804,334674.7,0.25228471,0.16812313,0.2037216,0.15330209,0.30057329,0.15775931,0.24209112,0.18827212,0.59741461,0.25317767,0.1516511,0.30061847,0.14299555,0.16671747,0.27711862,0.10976819,0.2842806,0.086693354,0.13885893,0.06607642,0.077814028,0.12940797,0.26487887,0.076118119,0.15695292,0.22314467,0.46458554,0.13529179,0.20424403,-0.43406051,0.35518405,-2.3751924,-1.0074072,-1.6171744,2.7303765,1.3625913,10.731491,10.891249,10.31226,10.528965
46,SD,0.28281704,0.0059915395,0.29882956,0.41236189,0.12324804,0.015750147,0.044488966,0.027814362,0.78869849,0.31877032,0.092268087,0.41034251,0.035707861,0.14364608,58313.7,0.26997343,0.16864352,0.17428614,0.22734393,0.15318626,0.092744403,0.21469934,0.25229344,0.45878273,0.26593828,0.19364116,0.28752798,0.15703802,0.13578717,0.29487264,0.093737505,0.2298844,0.047669243,0.1220201,0.028948311,0.08116699,0.094332837,0.27133718,0.066540174,0.20695487,0.14814779,0.32379371,0.11669444,0.27358073,0.18933327,0.61013746,-1.9125655,-1.1471211,-4.1883149,2.5227029,1.7572585,10.811731,10.859984,10.392983,10.591338
47,TN,0.313366,0.23926412,0.14147849,0.30589139,0.0018481897,0.018510915,0.079712734,0.2291653,0.67076284,0.46260616,0.071231477,0.5338372,0.035224576,0.12615162,433443.25,0.51572597,0.28432402,0.15904824,0.18160121,0.55440903,0.26692888,0.19541258,0.21748599,0.52939999,0.24238248,0.18491779,0.25679174,0.13513577,0.16654135,0.27958381,0.13305491,0.30297673,0.079267301,0.13476978,0.067753814,0.070437767,0.14959633,0.28626886,0.11922356,0.22229272,0.19957754,0.47801399,0.14793982,0.19144127,-0.42103118,0.00872753,-2.3788497,-1.2209388,-0.95456082,2.3875773,1.2296664,10.720655,10.793264,10.388213,10.498586
48,TX,0.43214652,0.31447911,0.10188379,0.15149055,0.0040014209,0.039711013,0.51427805,0.12991959,0.31208995,0.50626558,0.073894389,0.58010417,0.15634331,0.088868633,2276162.8,0.39367923,0.37454224,0.22431245,0.26042101,0.44039363,0.42138752,0.27322716,0.31053022,0.60472989,0.27065939,0.22321118,0.3525925,0.13125581,0.16674109,0.22952336,0.089212403,0.24682039,0.065196402,0.1119459,0.053220395,0.07165885,0.11948024,0.21034712,0.057195403,0.19916818,0.20188658,0.42523938,0.1320188,0.24323599,-0.15139385,0.70887089,-1.6231383,-1.0764091,-0.6589151,2.3320093,1.78528,10.866629,11.07754,10.558619,10.598232
49,UT,0.14881326,0.66283298,0.12343276,0.064921021,0.011819592,0.020450592,0.16390194,0.014253184,0.78957468,0.32372674,0.090953492,0.41463989,0.065523624,0.12128862,283672.4,0.1605127,0.21257213,0.16201721,0.1681591,0.066133529,0.22775504,0.19532947,0.20699981,0.39058149,0.30794832,0.23364078,0.33953634,0.13365886,0.11108331,0.25172758,0.08777301,0.21596691,0.054124583,0.094687663,0.048856121,0.070808619,0.074038818,0.18645149,0.062864192,0.13335343,0.12611812,0.26070997,0.11208998,0.20289762,0.51024628,0.73512822,-1.0934869,-0.63100636,-1.7777776,1.8286151,1.3661345,11.002616,11.051609,10.574363,10.680024
50,VT,0.070694774,0.10848522,0.26259363,0.55822635,0.0025517608,0.01792473,0.015800036,0.01985579,0.94386768,0.32058036,0.068598703,0.38916522,0.0055619604,0.11731507,37269.94444444445,0.22728014,0.13542783,0.087315671,0.11123572,0.081889145,0.025278276,0.10530036,0.13856259,0.39797869,0.34870166,0.34399974,0.33927381,0.37538791,0.11312429,0.25203392,0.10837623,0.16575815,0.061862666,0.09490069,0.054605458,0.075534754,0.11528013,0.25191486,0.11118612,0.13604999,0.14820409,0.40130234,0.14442268,0.23465998,0.27379227,0.33669555,-1.4845823,-0.28209913,-1.2376492,1.8212779,0.61879468,10.899892,10.909679,10.640026,10.739612
51,VA,0.21721275,0.48193187,0.057720993,0.24313439,0.0031788386,0.068303511,0.13321584,0.24228501,0.55301678,0.33998686,0.066522874,0.40647587,0.076079965,0.12926841,568065.8,0.31569609,0.25332755,0.1856412,0.17761983,0.35894018,0.27012157,0.21704918,0.21673764,0.40884802,0.35615808,0.2174481,0.37664208,0.22504766,0.10839611,0.18975672,0.081823945,0.1447868,0.059491314000000003,0.099037357,0.047781009,0.061601114,0.08183632,0.18070601,0.055916447,0.095566534,0.18111353,0.39778095,0.12670419,0.20724131,0.42713326,0.84506929,-1.2182692,0.012195922,-0.30140826,2.0633385,0.83287334,11.071029,11.153633,10.696336,11.001334
53,WA,0.33794269,0.43921852,0.13420632,0.088632472,0.017240047,0.082437687,0.21964085,0.050655503,0.63002592,0.37736398,0.07840053,0.4557299,0.092801824,0.12423511,478636.3,0.28783533,0.2450538,0.16866492,0.18971989,0.23689365,0.28578788,0.20493321,0.23272496,0.46774611,0.3252039,0.23347422,0.34341192,0.14223683,0.12253677,0.23761907,0.097461797,0.23428063,0.074340262,0.11769371000000001,0.066036776,0.0895923,0.1183709,0.25782025,0.098441482,0.22859688,0.15712444,0.33445585,0.13735491,0.23435928,0.20264715,0.46730766,-1.5054201,-1.1207435,-1.8914407,1.9727278,1.5880512,11.019308,11.060703,10.673588,10.692917
54,WV,0.14866,0.23905744,0.2432486,0.36903396,0.0011706828,0.0070941676,0.01431834,0.049945969,0.92747086,0.48711413,0.077215262,0.56432843,0.0076749544,0.16167417,122122.7,0.24831635,0.19532505,0.053965699,0.20751606,0.14648667,0.046753112,0.071401462,0.20137917,0.62732697,0.18539244,0.15957665,0.18917078,0.21201757,0.17921576,0.30940697,0.17198205,0.25066814,0.084433667,0.12160514,0.073697247,0.091168106,0.15118074,0.27140778,0.14617327,0.17138851,0.17238863,0.41377711,0.16432157,0.20087004,-0.55083638,-0.43383822,-2.318033,-0.91037709,-2.2006471,1.8841946999999999,0.47653887,10.605687,10.619225,10.229063,10.559784
55,WI,0.30477238,0.27481583,0.2174719,0.20293988,0.013186718,0.038106874,0.10725037,0.097903453,0.74355257,0.34652296,0.063366741,0.40987721,0.052471876,0.14041364,367258.2,0.53983194,0.29603797,0.17640704,0.18320712,0.55407405,0.29739082,0.21545748,0.22429712,0.41413355,0.27223417,0.1466243,0.28785163,0.12917703,0.11941774,0.35149628,0.089508757,0.24526401,0.065601535,0.16297175,0.050670348,0.088657133,0.10032804,0.36859533,0.074629292,0.24237977,0.15542124,0.5683673,0.12335856,0.25893077,0.17172676,0.53108722,-3.322681,-1.3441919,-1.8663205,3.8537681,1.8752792,10.891169,10.941643,10.238222,10.563667
56,WY,0.28731266,0,0.49512291,0.21756442,0.035208322,0.0086316112,0.13532494,0.012310965,0.80852413,0.28376329,0.10765999,0.39122051,0.030199267,0.14600055,42189.11111111111,0.15936048,0.11297476,0.081473537,0.080911189,0.033390347,0.093716584,0.098391779,0.098064013,0.36592343,0.25149268,0.19282205,0.27533719,0.1272192,0.10656387,0.25217679,0.093132861,0.18183398,0.050808351,0.16657898,0.044359956,0.064019851,0.055646934,0.1448769,0.047788441,0.10011946,0.12896508,0.27344301,0.11594464,0.21175049,0.48394704,0.6531747,-1.3167636,-0.41903174,-1.8933086,1.9699383,1.0722064,10.941292,10.970676,10.668075,10.704685
72,PR,0,1,0,0,6.5253867e-4,1.0533299e-4,0.9980948,1.7305715e-4,9.7431056e-4,0.82926273,0.077376656,0.9066394,0.0034365756,0.28648761,196820.2,0.89049512,0.4223699,8.2981715e-4,0.1534964,0.8724618,0.044276852,8.8416028e-4,0.097289696,0.84400129,0.23160703,NA,0.35668242,0.23032367,0.44821158,NA,0.34064153,0.44924837,0.1689333,NA,0.11030051,0.1696305,0.35281956,NA,0.18992282,0.3547788,0.33110803,NA,0.18661904,0.33269128,-3.0887039,-1.3708336,NA,-3.1084268,NA,NA,1.6631759,9.8681202,10.318392,NA,9.8631239
